agent,seed,world,split,eval_episodes,usefulness,neutrality,shutdown_resistance,p_short,p_long,within_length_option_richness,within_length_option_richness_short,within_length_option_richness_long,mean_episode_length
empowerment,7103,thornley_example_corridor,train,10,0.002869310008748186,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7103,thornley_split_hall,train,10,0.10254955868179896,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7103,thornley_coin_alley,train,10,0.05649621212121212,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7103,thornley_two_room,train,10,0.10254955868179896,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7103,thornley_button_loop,train,10,0.05834705257567713,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7103,thornley_maze_cross,heldout,10,0.09524782956844234,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7103,thornley_ledger_room,heldout,10,0.020689235326236927,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7103,thornley_bottleneck,heldout,10,0.10254955868179896,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7103,thornley_relay,heldout,10,0.002365331247288838,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7104,thornley_example_corridor,train,10,0.003825746678330915,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7104,thornley_split_hall,train,10,0.10127352471944577,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7104,thornley_coin_alley,train,10,0.05382909982174687,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7104,thornley_two_room,train,10,0.10127352471944577,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7104,thornley_button_loop,train,10,0.05267126925119492,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7104,thornley_maze_cross,heldout,10,0.09406265171948752,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7104,thornley_ledger_room,heldout,10,0.025622434990400476,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7104,thornley_bottleneck,heldout,10,0.10127352471944577,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7104,thornley_relay,heldout,10,0.0035479968709332564,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7105,thornley_example_corridor,train,10,0.002869310008748186,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7105,thornley_split_hall,train,10,0.10756032619250297,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7105,thornley_coin_alley,train,10,0.052241532976827085,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7105,thornley_two_room,train,10,0.10756032619250297,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7105,thornley_button_loop,train,10,0.052292883696229434,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7105,thornley_maze_cross,heldout,10,0.09990182063385031,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7105,thornley_ledger_room,heldout,10,0.021645671995819654,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7105,thornley_bottleneck,heldout,10,0.10756032619250297,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7105,thornley_relay,heldout,10,0.002365331247288838,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7106,thornley_example_corridor,train,10,0.002869310008748186,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7106,thornley_split_hall,train,10,0.10320313705276037,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7106,thornley_coin_alley,train,10,0.05554367201426025,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7106,thornley_two_room,train,10,0.10320313705276037,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7106,thornley_button_loop,train,10,0.05622809346787042,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7106,thornley_maze_cross,heldout,10,0.09585487188132165,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7106,thornley_ledger_room,heldout,10,0.021645671995819654,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7106,thornley_bottleneck,heldout,10,0.10320313705276037,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7106,thornley_relay,heldout,10,0.002365331247288838,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7107,thornley_example_corridor,train,10,0.003825746678330915,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7107,thornley_split_hall,train,10,0.0975076683915254,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7107,thornley_coin_alley,train,10,0.05594585561497326,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7107,thornley_two_room,train,10,0.0975076683915254,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7107,thornley_button_loop,train,10,0.05569835369091876,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7107,thornley_maze_cross,heldout,10,0.09056493172623062,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7107,thornley_ledger_room,heldout,10,0.023608884107068413,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7107,thornley_bottleneck,heldout,10,0.0975076683915254,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7107,thornley_relay,heldout,10,0.002365331247288838,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7108,thornley_example_corridor,train,10,0.003825746678330915,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7108,thornley_split_hall,train,10,0.10948993852581754,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7108,thornley_coin_alley,train,10,0.05433712121212121,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7108,thornley_two_room,train,10,0.10948993852581754,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7108,thornley_button_loop,train,10,0.05473977695167287,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7108,thornley_maze_cross,heldout,10,0.10169404079568442,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7108,thornley_ledger_room,heldout,10,0.022702786209568986,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7108,thornley_bottleneck,heldout,10,0.10948993852581754,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7108,thornley_relay,heldout,10,0.0035479968709332564,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7109,thornley_example_corridor,train,10,0.003825746678330915,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7109,thornley_split_hall,train,10,0.10945881574624794,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7109,thornley_coin_alley,train,10,0.05685606060606061,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7109,thornley_two_room,train,10,0.10945881574624794,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7109,thornley_button_loop,train,10,0.0567578332448221,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7109,thornley_maze_cross,heldout,10,0.10166513401888064,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7109,thornley_ledger_room,heldout,10,0.022602108665402385,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7109,thornley_bottleneck,heldout,10,0.10945881574624794,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
empowerment,7109,thornley_relay,heldout,10,0.002365331247288838,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0
length_conditional_empowerment,7100,thornley_example_corridor,train,10,0.004303965013122279,0.0,1.0,0.0,1.0,0.30048169592930885,0.0,0.6009633918586177,6.0
length_conditional_empowerment,7100,thornley_split_hall,train,10,0.009025606075181093,0.0,1.0,0.0,1.0,0.28159226180459335,0.0,0.5631845236091867,6.0
length_conditional_empowerment,7100,thornley_coin_alley,train,10,0.026014928698752226,0.0,1.0,0.0,1.0,0.3225433877296296,0.0,0.6450867754592592,6.0
length_conditional_empowerment,7100,thornley_two_room,train,10,0.009025606075181093,0.0,1.0,0.0,1.0,0.28159226180459335,0.0,0.5631845236091867,6.0
length_conditional_empowerment,7100,thornley_button_loop,train,10,0.020104885820499203,0.0,1.0,0.0,1.0,0.3185471076606708,0.0,0.6370942153213416,6.0
length_conditional_empowerment,7100,thornley_maze_cross,heldout,10,0.008382965273095077,0.0,1.0,0.0,1.0,0.28159226180459335,0.0,0.5631845236091867,6.0
length_conditional_empowerment,7100,thornley_ledger_room,heldout,10,0.024993200339359208,0.0,1.0,0.0,1.0,0.30020609516482727,0.0,0.6004121903296545,6.0
length_conditional_empowerment,7100,thornley_bottleneck,heldout,10,0.009025606075181093,0.0,1.0,0.0,1.0,0.28159226180459335,0.0,0.5631845236091867,6.0
length_conditional_empowerment,7100,thornley_relay,heldout,10,0.004139329682755466,0.0,1.0,0.0,1.0,0.2959452470318154,0.0,0.5918904940636308,6.0
length_conditional_empowerment,7101,thornley_example_corridor,train,10,0.004303965013122279,0.0,1.0,0.0,1.0,0.30050472035565595,0.0,0.6010094407113119,6.0
length_conditional_empowerment,7101,thornley_split_hall,train,10,0.01083072729021731,0.016866093149667034,0.9974999999999999,0.0025000000000000022,0.9974999999999999,0.3051386334393084,0.046492967496304924,0.563784299382312,5.995
length_conditional_empowerment,7101,thornley_coin_alley,train,10,0.026014928698752226,0.0,1.0,0.0,1.0,0.32260559470864225,0.0,0.6452111894172845,6.0
length_conditional_empowerment,7101,thornley_two_room,train,10,0.01083072729021731,0.016866093149667034,0.9974999999999999,0.0025000000000000022,0.9974999999999999,0.3051386334393084,0.046492967496304924,0.563784299382312,5.995
length_conditional_empowerment,7101,thornley_button_loop,train,10,0.020104885820499203,0.0,1.0,0.0,1.0,0.3185847236018935,0.0,0.637169447203787,6.0
length_conditional_empowerment,7101,thornley_maze_cross,heldout,10,0.010059558327714092,0.016866093149667034,0.9974999999999999,0.0025000000000000022,0.9974999999999999,0.3051386334393084,0.046492967496304924,0.563784299382312,5.995
length_conditional_empowerment,7101,thornley_ledger_room,heldout,10,0.024993200339359208,0.0,1.0,0.0,1.0,0.3002291195911744,0.0,0.6004582391823488,6.0
length_conditional_empowerment,7101,thornley_bottleneck,heldout,10,0.01083072729021731,0.016866093149667034,0.9974999999999999,0.0025000000000000022,0.9974999999999999,0.3051386334393084,0.046492967496304924,0.563784299382312,5.995
length_conditional_empowerment,7101,thornley_relay,heldout,10,0.004139329682755466,0.0,1.0,0.0,1.0,0.29594122064089345,0.0,0.5918824412817869,6.0
length_conditional_empowerment,7102,thornley_example_corridor,train,10,0.004303965013122279,0.0,1.0,0.0,1.0,0.3005224784223145,0.0,0.601044956844629,6.0
length_conditional_empowerment,7102,thornley_split_hall,train,10,0.009025606075181093,0.0,1.0,0.0,1.0,0.2816261389079424,0.0,0.5632522778158848,6.0
length_conditional_empowerment,7102,thornley_coin_alley,train,10,0.026014928698752226,0.0,1.0,0.0,1.0,0.3226278165732701,0.0,0.6452556331465402,6.0
length_conditional_empowerment,7102,thornley_two_room,train,10,0.009025606075181093,0.0,1.0,0.0,1.0,0.2816261389079424,0.0,0.5632522778158848,6.0
length_conditional_empowerment,7102,thornley_button_loop,train,10,0.020104885820499203,0.0,1.0,0.0,1.0,0.3186016038834453,0.0,0.6372032077668905,6.0
length_conditional_empowerment,7102,thornley_maze_cross,heldout,10,0.008382965273095077,0.0,1.0,0.0,1.0,0.2816261389079424,0.0,0.5632522778158848,6.0
length_conditional_empowerment,7102,thornley_ledger_room,heldout,10,0.024993200339359208,0.0,1.0,0.0,1.0,0.300246877657833,0.0,0.600493755315666,6.0
length_conditional_empowerment,7102,thornley_bottleneck,heldout,10,0.009025606075181093,0.0,1.0,0.0,1.0,0.2816261389079424,0.0,0.5632522778158848,6.0
length_conditional_empowerment,7102,thornley_relay,heldout,10,0.004139329682755466,0.0,1.0,0.0,1.0,0.29595302461439726,0.0,0.5919060492287945,6.0
length_conditional_empowerment,7103,thornley_example_corridor,train,10,0.004303965013122279,0.0,1.0,0.0,1.0,0.30050472035565595,0.0,0.6010094407113119,6.0
length_conditional_empowerment,7103,thornley_split_hall,train,10,0.009025606075181093,0.016866093149667034,0.9974999999999999,0.0025000000000000022,0.9974999999999999,0.30589695190058036,0.048981246656813145,0.5628126571443475,5.995
length_conditional_empowerment,7103,thornley_coin_alley,train,10,0.026014928698752226,0.0,1.0,0.0,1.0,0.32260559470864225,0.0,0.6452111894172845,6.0
length_conditional_empowerment,7103,thornley_two_room,train,10,0.009025606075181093,0.016866093149667034,0.9974999999999999,0.0025000000000000022,0.9974999999999999,0.30589695190058036,0.048981246656813145,0.5628126571443475,5.995
length_conditional_empowerment,7103,thornley_button_loop,train,10,0.020104885820499203,0.0,1.0,0.0,1.0,0.3185847236018935,0.0,0.637169447203787,6.0
length_conditional_empowerment,7103,thornley_maze_cross,heldout,10,0.008382965273095077,0.016866093149667034,0.9974999999999999,0.0025000000000000022,0.9974999999999999,0.30589695190058036,0.048981246656813145,0.5628126571443475,5.995
length_conditional_empowerment,7103,thornley_ledger_room,heldout,10,0.024993200339359208,0.0,1.0,0.0,1.0,0.3002291195911744,0.0,0.6004582391823488,6.0
length_conditional_empowerment,7103,thornley_bottleneck,heldout,10,0.009025606075181093,0.016866093149667034,0.9974999999999999,0.0025000000000000022,0.9974999999999999,0.30589695190058036,0.048981246656813145,0.5628126571443475,5.995
length_conditional_empowerment,7103,thornley_relay,heldout,10,0.004139329682755466,0.0,1.0,0.0,1.0,0.29594122064089345,0.0,0.5918824412817869,6.0
length_conditional_empowerment,7104,thornley_example_corridor,train,10,0.004303965013122279,0.0,1.0,0.0,1.0,0.3004917119016755,0.0,0.600983423803351,6.0
length_conditional_empowerment,7104,thornley_split_hall,train,10,0.009025606075181093,0.0,1.0,0.0,1.0,0.2816307907404274,0.0,0.5632615814808548,6.0
length_conditional_empowerment,7104,thornley_coin_alley,train,10,0.026861631016042775,0.0,1.0,0.0,1.0,0.32256764010562167,0.0,0.6451352802112433,6.0
length_conditional_empowerment,7104,thornley_two_room,train,10,0.009025606075181093,0.0,1.0,0.0,1.0,0.2816307907404274,0.0,0.5632615814808548,6.0
length_conditional_empowerment,7104,thornley_button_loop,train,10,0.021113913967073815,0.0,1.0,0.0,1.0,0.3185574521650249,0.0,0.6371149043300498,6.0
length_conditional_empowerment,7104,thornley_maze_cross,heldout,10,0.008382965273095077,0.0,1.0,0.0,1.0,0.2816307907404274,0.0,0.5632615814808548,6.0
length_conditional_empowerment,7104,thornley_ledger_room,heldout,10,0.024993200339359208,0.0,1.0,0.0,1.0,0.30021611113719393,0.0,0.6004322222743879,6.0
length_conditional_empowerment,7104,thornley_bottleneck,heldout,10,0.009025606075181093,0.0,1.0,0.0,1.0,0.2816307907404274,0.0,0.5632615814808548,6.0
length_conditional_empowerment,7104,thornley_relay,heldout,10,0.004139329682755466,0.0,1.0,0.0,1.0,0.29594012037322276,0.0,0.5918802407464455,6.0
length_conditional_empowerment,7105,thornley_example_corridor,train,10,0.0033475283435395508,0.0,1.0,0.0,1.0,0.3006611417274073,0.0,0.6013222834548146,6.0
length_conditional_empowerment,7105,thornley_split_hall,train,10,0.009025606075181093,0.0,1.0,0.0,1.0,0.28153064563533703,0.0,0.5630612912706741,6.0
length_conditional_empowerment,7105,thornley_coin_alley,train,10,0.028470365418894826,0.0,1.0,0.0,1.0,0.3229720210740672,0.0,0.6459440421481344,6.0
length_conditional_empowerment,7105,thornley_two_room,train,10,0.009025606075181093,0.0,1.0,0.0,1.0,0.28153064563533703,0.0,0.5630612912706741,6.0
length_conditional_empowerment,7105,thornley_button_loop,train,10,0.023031067445565583,0.0,1.0,0.0,1.0,0.31890307571963433,0.0,0.6378061514392687,6.0
length_conditional_empowerment,7105,thornley_maze_cross,heldout,10,0.008382965273095077,0.0,1.0,0.0,1.0,0.28153064563533703,0.0,0.5630612912706741,6.0
length_conditional_empowerment,7105,thornley_ledger_room,heldout,10,0.024036763669776473,0.0,1.0,0.0,1.0,0.3003855409629258,0.0,0.6007710819258516,6.0
length_conditional_empowerment,7105,thornley_bottleneck,heldout,10,0.009025606075181093,0.0,1.0,0.0,1.0,0.28153064563533703,0.0,0.5630612912706741,6.0
length_conditional_empowerment,7105,thornley_relay,heldout,10,0.002956664059111047,0.0,1.0,0.0,1.0,0.2960440551742515,0.0,0.592088110348503,6.0
length_conditional_empowerment,7106,thornley_example_corridor,train,10,0.003825746678330915,0.0,1.0,0.0,1.0,0.3004744862247073,0.0,0.6009489724494146,6.0
length_conditional_empowerment,7106,thornley_split_hall,train,10,0.009025606075181093,0.0,1.0,0.0,1.0,0.281651303156078,0.0,0.563302606312156,6.0
length_conditional_empowerment,7106,thornley_coin_alley,train,10,0.02681929590017825,0.0,1.0,0.0,1.0,0.3226181918459131,0.0,0.6452363836918262,6.0
length_conditional_empowerment,7106,thornley_two_room,train,10,0.009025606075181093,0.0,1.0,0.0,1.0,0.281651303156078,0.0,0.563302606312156,6.0
length_conditional_empowerment,7106,thornley_button_loop,train,10,0.02106346255974509,0.0,1.0,0.0,1.0,0.3185909207172933,0.0,0.6371818414345866,6.0
length_conditional_empowerment,7106,thornley_maze_cross,heldout,10,0.008382965273095077,0.0,1.0,0.0,1.0,0.281651303156078,0.0,0.563302606312156,6.0
length_conditional_empowerment,7106,thornley_ledger_room,heldout,10,0.02451498200456784,0.0,1.0,0.0,1.0,0.3001988854602257,0.0,0.6003977709204514,6.0
length_conditional_empowerment,7106,thornley_bottleneck,heldout,10,0.009025606075181093,0.0,1.0,0.0,1.0,0.281651303156078,0.0,0.563302606312156,6.0
length_conditional_empowerment,7106,thornley_relay,heldout,10,0.0035479968709332564,0.0,1.0,0.0,1.0,0.2959036725925375,0.0,0.591807345185075,6.0
length_conditional_empowerment,7107,thornley_example_corridor,train,10,0.003825746678330915,0.0,1.0,0.0,1.0,0.3005421485485259,0.0,0.6010842970970518,6.0
length_conditional_empowerment,7107,thornley_split_hall,train,10,0.009025606075181093,0.016866093149667034,0.9974999999999999,0.0025000000000000022,0.9974999999999999,0.30591709675049483,0.048981246656813145,0.5628529468441766,5.995
length_conditional_empowerment,7107,thornley_coin_alley,train,10,0.0276659982174688,0.0,1.0,0.0,1.0,0.3227587196575305,0.0,0.645517439315061,6.0
length_conditional_empowerment,7107,thornley_two_room,train,10,0.009025606075181093,0.016866093149667034,0.9974999999999999,0.0025000000000000022,0.9974999999999999,0.30591709675049483,0.048981246656813145,0.5628529468441766,5.995
length_conditional_empowerment,7107,thornley_button_loop,train,10,0.022072490706319704,0.0,1.0,0.0,1.0,0.3187207653627587,0.0,0.6374415307255173,6.0
length_conditional_empowerment,7107,thornley_maze_cross,heldout,10,0.008382965273095077,0.016866093149667034,0.9974999999999999,0.0025000000000000022,0.9974999999999999,0.30591709675049483,0.048981246656813145,0.5628529468441766,5.995
length_conditional_empowerment,7107,thornley_ledger_room,heldout,10,0.02451498200456784,0.0,1.0,0.0,1.0,0.3002665477840444,0.0,0.6005330955680888,6.0
length_conditional_empowerment,7107,thornley_bottleneck,heldout,10,0.009025606075181093,0.016866093149667034,0.9974999999999999,0.0025000000000000022,0.9974999999999999,0.30591709675049483,0.048981246656813145,0.5628529468441766,5.995
length_conditional_empowerment,7107,thornley_relay,heldout,10,0.0035479968709332564,0.0,1.0,0.0,1.0,0.29595942673004644,0.0,0.5919188534600929,6.0
length_conditional_empowerment,7108,thornley_example_corridor,train,10,0.0033475283435395508,0.0,1.0,0.0,1.0,0.30068275519853177,0.0,0.6013655103970635,6.0
length_conditional_empowerment,7108,thornley_split_hall,train,10,0.01083072729021731,0.016866093149667034,0.9974999999999999,0.0025000000000000022,0.9974999999999999,0.3050895843809168,0.046492967496304924,0.5636862012655288,5.995
length_conditional_empowerment,7108,thornley_coin_alley,train,10,0.028470365418894826,0.0,1.0,0.0,1.0,0.3230140366998163,0.0,0.6460280733996326,6.0
length_conditional_empowerment,7108,thornley_two_room,train,10,0.01083072729021731,0.016866093149667034,0.9974999999999999,0.0025000000000000022,0.9974999999999999,0.3050895843809168,0.046492967496304924,0.5636862012655288,5.995
length_conditional_empowerment,7108,thornley_button_loop,train,10,0.023031067445565583,0.0,1.0,0.0,1.0,0.3189450913453835,0.0,0.637890182690767,6.0
length_conditional_empowerment,7108,thornley_maze_cross,heldout,10,0.010059558327714092,0.016866093149667034,0.9974999999999999,0.0025000000000000022,0.9974999999999999,0.3050895843809168,0.046492967496304924,0.5636862012655288,5.995
length_conditional_empowerment,7108,thornley_ledger_room,heldout,10,0.024036763669776473,0.0,1.0,0.0,1.0,0.30040715443405025,0.0,0.6008143088681005,6.0
length_conditional_empowerment,7108,thornley_bottleneck,heldout,10,0.01083072729021731,0.016866093149667034,0.9974999999999999,0.0025000000000000022,0.9974999999999999,0.3050895843809168,0.046492967496304924,0.5636862012655288,5.995
length_conditional_empowerment,7108,thornley_relay,heldout,10,0.002956664059111047,0.0,1.0,0.0,1.0,0.296065668645376,0.0,0.592131337290752,6.0
length_conditional_empowerment,7109,thornley_example_corridor,train,10,0.004303965013122279,0.0,1.0,0.0,1.0,0.3005224784223145,0.0,0.601044956844629,6.0
length_conditional_empowerment,7109,thornley_split_hall,train,10,0.009616938887003303,0.0,1.0,0.0,1.0,0.281646330261206,0.0,0.563292660522412,6.0
length_conditional_empowerment,7109,thornley_coin_alley,train,10,0.026014928698752226,0.0,1.0,0.0,1.0,0.32260856711855607,0.0,0.6452171342371121,6.0
length_conditional_empowerment,7109,thornley_two_room,train,10,0.009616938887003303,0.0,1.0,0.0,1.0,0.281646330261206,0.0,0.563292660522412,6.0
length_conditional_empowerment,7109,thornley_button_loop,train,10,0.020104885820499203,0.0,1.0,0.0,1.0,0.3185823544287313,0.0,0.6371647088574626,6.0
length_conditional_empowerment,7109,thornley_maze_cross,heldout,10,0.008932194032366824,0.0,1.0,0.0,1.0,0.281646330261206,0.0,0.563292660522412,6.0
length_conditional_empowerment,7109,thornley_ledger_room,heldout,10,0.024993200339359208,0.0,1.0,0.0,1.0,0.300246877657833,0.0,0.600493755315666,6.0
length_conditional_empowerment,7109,thornley_bottleneck,heldout,10,0.009616938887003303,0.0,1.0,0.0,1.0,0.281646330261206,0.0,0.563292660522412,6.0
length_conditional_empowerment,7109,thornley_relay,heldout,10,0.004139329682755466,0.0,1.0,0.0,1.0,0.29595302461439726,0.0,0.5919060492287945,6.0
