world,policy,delay,t_irrev,containment_C,containment_duration,concentration_threshold,escrow_rate,adversarial_strength,catastrophe_severity,migration_speed,migration_cost,scavenger_enabled,R,n,permanence_probability,permanence_wilson_lo,permanence_wilson_hi,capture_probability,strict_zero_capture_probability,collapse_probability,fraction_irreversible_zones,irreversible_zone_failures_mean,adversarial_share,mean_welfare,non_adv_diversity,containment_cost_share,false_containment_rate,containment_events,extraction_volume,extraction_cap_active_steps,outgoing_influence_volume,influence_throttle_active_steps,aid_intercepted,aid_escrowed,resource_hhi,max_zone_resource_share,migration_follow_events,replication_throttle_active_steps,capture_pressure_before,capture_pressure_after,collateral_welfare_loss,viable,action_viable
PURE_CATASTROPHE,action_containment_aid_escrow,2,7,0.7,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,1.0,0.8668035060468213,1.0,0.0,1.0,0.0,0.0,0.0,0.023245993029462852,1.0,0.42347884403435904,0.01569429042907146,0.08844444444444445,13.92,66.30361146862425,0.0,0.0,0.0,66.30361146862425,0.0,0.13458270666673944,0.16506111003239507,0.0,0.0,1.744378821304314,1.742825263711145,18.263831846870563,0,0
PURE_CATASTROPHE,action_containment_replication_throttle,2,7,0.25,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,1.0,0.8668035060468213,1.0,0.0,1.0,0.0,0.0,0.0,0.023429980786747007,1.0,0.42451765683215015,0.16129742807037836,0.08888888888888889,14.0,66.38368698244922,0.0,0.0,0.0,66.38368698244922,0.0,0.13482026236091177,0.16497703455183604,0.0,56.0,1.7451371138113796,1.743593948969939,18.293133353080478,0,0
PURE_CATASTROPHE,action_containment_replication_throttle,2,7,0.45,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,1.0,0.8668035060468213,1.0,0.0,1.0,0.0,0.0,0.0,0.023660258708802666,1.0,0.4257883502075827,0.25358741815859487,0.08888888888888889,14.0,66.45611305153665,0.0,0.0,0.0,66.45611305153665,0.0,0.13482207883144798,0.1649923346183572,0.0,56.0,1.7458091427255331,1.7442739089125374,18.266260360366953,0,0
PURE_CATASTROPHE,action_containment_replication_throttle,2,7,0.7,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,1.0,0.8668035060468213,1.0,0.0,1.0,0.0,0.0,0.0,0.023949265042138467,1.0,0.4273790279716784,0.34270036474247184,0.08888888888888889,14.0,66.54806065447762,0.0,0.0,0.0,66.54806065447762,0.0,0.13482435452546057,0.16501174882626185,0.0,56.0,1.7466606273662046,1.7451355106145852,18.23277404738723,0,0
PURE_CATASTROPHE,combined_action_containment,2,7,0.25,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,1.0,0.8668035060468213,1.0,0.0,1.0,0.0,0.0,0.0,0.0235949065075412,1.0,0.4252910342663217,0.24211555227389742,0.08888888888888889,14.0,65.10976988060463,56.0,0.0,56.0,65.10976988060463,0.0,0.13482096423982967,0.16498789583822585,56.0,56.0,1.7455914877624066,1.744053697665726,18.279619822719855,0,0
PURE_CATASTROPHE,combined_action_containment,2,7,0.45,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,50,1.0,0.9286499658256813,1.0,0.0,1.0,0.0,0.0,0.0,0.023900267233014052,1.0,0.42690822364856856,0.3615202664252358,0.08888888888888889,14.0,64.33258631974216,56.0,0.0,56.0,64.33258631974216,0.0,0.1348233606388805,0.165008605447389,56.0,56.0,1.7464809724771237,1.7449538754228382,18.241005305173893,0,0
PURE_CATASTROPHE,combined_action_containment,2,7,0.7,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,1.0,0.8668035060468213,1.0,0.0,1.0,0.0,0.0,0.0,0.02422017037931436,1.0,0.42864281302960017,0.4654330107703636,0.08888888888888889,14.0,63.5724319086283,56.0,0.0,56.0,63.5724319086283,0.0,0.1348256149438756,0.16503059765125155,56.0,56.0,1.7474109128945454,1.7458950681460457,18.202485247477,0,0
PURE_CATASTROPHE,combined_action_containment_plus_diversity,2,7,0.25,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,1.0,0.8668035060468213,1.0,0.0,1.0,0.0,0.0,0.0,0.022597259997061078,1.0,0.5322201551140806,0.2432522615881746,0.08888888888888889,14.0,64.90301287977996,56.0,0.0,56.0,64.90301287977996,0.0,0.13515936745696186,0.16630873339910596,56.0,56.0,1.7439798927832775,1.7424168759873593,18.279557340456503,1,0
PURE_CATASTROPHE,combined_action_containment_plus_diversity,2,7,0.45,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,1.0,0.8668035060468213,1.0,0.0,1.0,0.0,0.0,0.0,0.022906491917449548,1.0,0.5316859519451907,0.36296144235807565,0.08888888888888889,14.0,64.12877435343795,56.0,0.0,56.0,64.12877435343795,0.0,0.13480517051635568,0.16644701154530453,56.0,56.0,1.7448831592724678,1.7433309520313955,18.24091563391518,0,0
PURE_CATASTROPHE,combined_action_containment_plus_diversity,2,7,0.7,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,1.0,0.8668035060468213,1.0,0.0,1.0,0.0,0.0,0.0,0.02325508392831609,1.0,0.5292934899247366,0.4669915313828393,0.08888888888888889,14.0,63.37166892467607,56.0,0.0,56.0,63.37166892467607,0.0,0.1348399201603738,0.1654408884820576,56.0,56.0,1.7458260815935722,1.744285809996639,18.202759285802166,0,0
PURE_CATASTROPHE,combined_action_containment_plus_response_to_aid,2,7,0.25,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,1.0,0.8668035060468213,1.0,0.0,1.0,0.0,0.0,0.0,0.023704078116887052,1.0,0.42587484896516187,0.24107232127863246,0.08844444444444445,13.92,65.05103879655645,55.68,0.0,55.68,65.05103879655645,0.0,0.13458742169414184,0.16509308037196527,55.68,55.68,1.7457218408899973,1.7441843416130691,18.227444789926828,0,0
PURE_CATASTROPHE,combined_action_containment_plus_response_to_aid,2,7,0.45,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,1.0,0.8668035060468213,1.0,0.0,1.0,0.0,0.0,0.0,0.024010034060155176,1.0,0.4274598468963396,0.3601408817627123,0.08844444444444445,13.92,64.232910402623,55.68,0.0,55.68,64.232910402623,0.0,0.13459114464063618,0.16511436341249838,55.68,55.68,1.746638231108374,1.745111989844918,18.182005389452637,0,0
PURE_CATASTROPHE,combined_action_containment_plus_response_to_aid,2,7,0.7,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,1.0,0.8668035060468213,1.0,0.0,1.0,0.0,0.0,0.0,0.02433255552804521,1.0,0.4291736052770394,0.4638718853445849,0.08844444444444445,13.92,63.435869054248,55.68,0.0,55.68,63.435869054248,0.0,0.13459465865709966,0.16513692770297808,55.68,55.68,1.7475950481322484,1.7460805817167093,18.13797094230469,0,0
PURE_CATASTROPHE,response_to_neighbor_aid,2,7,0.45,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,1.0,0.8668035060468213,1.0,0.0,1.0,0.0,0.0,0.0,0.02326111597752675,1.0,0.4236872548092364,0.0,0.0,0.0,66.2904012875684,0.0,0.0,0.0,66.2904012875684,0.0,0.1367413319236334,0.16728625904860744,0.0,0.0,1.7446360231794948,1.7430846301211225,0.0,0,0
PURE_CATASTROPHE,diversity_non_adversarial_only,2,7,0.45,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,1.0,0.8668035060468213,1.0,0.0,1.0,0.0,0.0,0.0,0.02224054671807465,0.9995453640892754,0.5304777909345683,0.0,0.0,0.0,65.72841910598582,0.0,0.0,0.0,65.72841910598582,0.0,0.14253496958307102,0.1714056391925426,0.0,0.0,1.7431233771633976,1.7415669641875393,0.0,1,0
MIXED_CAPTURE_CATASTROPHE,no_enforcement,2,7,0.45,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.6297593797284502,0.7365520563366187,0.5614176804237494,0.0,0.0,0.0,63.7642370183082,0.0,0.0,0.0,63.7642370183082,0.0,0.25619302841177116,0.3445793292750905,0.0,0.0,2.064691997729746,2.0665295702430115,0.0,0,0
MIXED_CAPTURE_CATASTROPHE,neighbor_penalty,2,7,0.45,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5927540771196967,0.7549116639902006,0.5479772883152703,0.0,0.0,0.0,64.60102425065264,0.0,0.0,0.0,64.60102425065264,0.0,0.1111111111111111,0.0,0.0,0.0,2.039466085370534,2.0413032927119237,0.0,0,0
MIXED_CAPTURE_CATASTROPHE,neighbor_quarantine,2,7,0.45,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5692686071590617,0.7540767435464366,0.5431590977007807,0.0,0.0,0.0,65.6658843369687,0.0,0.0,0.0,65.6658843369687,0.0,0.1111111111111111,0.0,0.0,0.0,2.037598177623723,2.03915259428309,0.0,0,0
MIXED_CAPTURE_CATASTROPHE,action_containment_extraction_cap,2,7,0.25,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5545500949375681,0.7723964085006909,0.5332707886042307,0.017345765575625456,0.06044444444444444,17.24,65.56828888194778,53.96,0.0,0.0,65.56828888194778,0.0,0.14373914399726082,0.221068729061254,0.0,0.0,2.035706322565841,2.0374097688173274,12.194728443237208,0,0
MIXED_CAPTURE_CATASTROPHE,action_containment_extraction_cap,2,7,0.45,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5558562427744291,0.7723920504009338,0.5337995786632415,0.02640614537130554,0.06088888888888889,17.56,64.74104536192436,55.04,0.0,0.0,64.74104536192436,0.0,0.14374201759959165,0.22107539660458872,0.0,0.0,2.0361023147579553,2.0378095105690184,12.278193488013942,0,0
MIXED_CAPTURE_CATASTROPHE,action_containment_extraction_cap,2,7,0.7,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5568393071648885,0.7723930827542638,0.534250016895717,0.043444294249243655,0.06488888888888888,20.04,63.51743476530539,62.64,0.0,0.0,63.51743476530539,0.0,0.14374215904140772,0.22108603612006072,0.0,0.0,2.035642797770768,2.0373671961441677,13.060301707758956,0,0
MIXED_CAPTURE_CATASTROPHE,action_containment_influence_throttle,2,7,0.25,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5526385491268981,0.772403860289249,0.5325202491778512,0.013018794554555978,0.058666666666666666,17.08,66.78058269068221,0.0,1.8445863811168033,53.64,66.78058269068221,0.0,0.14373520213271362,0.22105831969215659,0.0,0.0,2.035027665862365,2.0367280191464054,11.84353203037446,0,0
MIXED_CAPTURE_CATASTROPHE,action_containment_influence_throttle,2,7,0.45,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5525310671383348,0.7724038782886321,0.5324812204984157,0.01663493372278005,0.058666666666666666,17.08,66.78644691780283,0.0,1.8449121084946591,53.64,66.78644691780283,0.0,0.1437344356715843,0.22105663029072634,0.0,0.0,2.0349843686652838,2.03668494107438,11.84353203037446,0,0
MIXED_CAPTURE_CATASTROPHE,action_containment_influence_throttle,2,7,0.7,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5524457623436888,0.7724039602320084,0.5324507699335356,0.021117641576540974,0.058666666666666666,17.08,66.79123962914272,0.0,1.8453536180373442,53.64,66.79123962914272,0.0,0.14373389743158246,0.22105524558750622,0.0,0.0,2.034946669758463,2.0366474580570766,11.84353203037446,0,0
MIXED_CAPTURE_CATASTROPHE,action_containment_anti_concentration,2,7,0.25,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5457783428394697,0.7746703345240209,0.5300409892053792,0.010951615242622354,0.06933333333333333,16.92,66.77467323200754,0.0,0.0,0.0,66.77467323200754,0.0,0.13792708720122637,0.2134499179856407,0.0,0.0,2.0294109982626973,2.031157271992579,14.037623156765655,0,0
MIXED_CAPTURE_CATASTROPHE,action_containment_anti_concentration,2,7,0.45,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5457783428394697,0.7746703345240209,0.5300409892053792,0.014548181159289724,0.06933333333333333,16.92,66.77467323200754,0.0,0.0,0.0,66.77467323200754,0.0,0.13792708720122637,0.2134499179856407,0.0,0.0,2.0294109982626973,2.031157271992579,14.037623156765655,0,0
MIXED_CAPTURE_CATASTROPHE,action_containment_anti_concentration,2,7,0.7,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5457783428394697,0.7746703345240209,0.5300409892053792,0.019006685033164612,0.06933333333333333,16.92,66.77467323200754,0.0,0.0,0.0,66.77467323200754,0.0,0.13792708720122637,0.2134499179856407,0.0,0.0,2.0294109982626973,2.031157271992579,14.037623156765655,0,0
MIXED_CAPTURE_CATASTROPHE,action_containment_migration_friction,2,7,0.25,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5523655520468014,0.7724050578040217,0.5324988778725961,0.1365375783120166,0.059111111111111114,17.12,66.77997948125258,0.0,0.0,0.0,66.77997948125258,0.0,0.14373746457786854,0.2210641819770361,53.8,0.0,2.0354080579161415,2.0370866449028187,11.939176744106078,0,0
MIXED_CAPTURE_CATASTROPHE,action_containment_migration_friction,2,7,0.45,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.552015784535763,0.7724060685619818,0.5324260622900051,0.21845507071308146,0.059111111111111114,17.12,66.78603309515688,0.0,0.0,0.0,66.78603309515688,0.0,0.1437381031058492,0.22106624039579129,53.8,0.0,2.0356707838659345,2.037331942827837,11.94552619008457,0,0
MIXED_CAPTURE_CATASTROPHE,action_containment_migration_friction,2,7,0.7,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5515771731372776,0.7724073341529936,0.5323259448823461,0.30138577485485907,0.059111111111111114,17.12,66.79367293901885,0.0,0.0,0.0,66.79367293901885,0.0,0.1437389075194705,0.2210688382290106,53.8,0.0,2.0360014898532364,2.0376406578833546,11.953472436582729,0,0
MIXED_CAPTURE_CATASTROPHE,action_containment_aid_escrow,2,7,0.25,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5525938892978756,0.7721987416026456,0.5325990036080559,0.021968427264806852,0.07066666666666667,21.04,65.91348445763361,0.0,0.0,0.0,65.91348445763361,3.9890864916209097,0.14720796574749367,0.24469132308732813,0.0,0.0,2.0330534725814213,2.0347833977069043,14.300279945932875,0,0
MIXED_CAPTURE_CATASTROPHE,action_containment_aid_escrow,2,7,0.45,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5511827512148791,0.7722325063159674,0.5321768253252978,0.03805165181650222,0.12088888888888888,28.8,65.83439227552691,0.0,0.0,0.0,65.83439227552691,6.625369816958857,0.14709335144393715,0.2438219974370049,0.0,0.0,2.0316970860621173,2.0334405049232624,24.389676028685912,0,0
MIXED_CAPTURE_CATASTROPHE,action_containment_aid_escrow,2,7,0.7,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5483999835767743,0.7722645246680514,0.5313967427580423,0.0729724117800438,0.2462222222222222,49.92,65.84768997587942,0.0,0.0,0.0,65.84768997587942,9.907467697903774,0.14733259450862388,0.24505657157746455,0.0,0.0,2.0294924985772425,2.0312577381135357,50.34840707131185,0,0
MIXED_CAPTURE_CATASTROPHE,action_containment_replication_throttle,2,7,0.25,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5549873503483206,0.7723939461934114,0.5337846158687679,0.18557395458135215,0.059111111111111114,17.12,66.82053232034902,0.0,0.0,0.0,66.82053232034902,0.0,0.14373026248849408,0.2210547599038576,0.0,53.8,2.035438882159431,2.037155882777885,11.922801759595862,0,0
MIXED_CAPTURE_CATASTROPHE,action_containment_replication_throttle,2,7,0.45,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5567220981394596,0.7723839352193812,0.5347429103929267,0.2857691904808539,0.059111111111111114,17.12,66.85902086600433,0.0,0.0,0.0,66.85902086600433,0.0,0.14373210492474175,0.22106694373598745,0.0,53.8,2.0357148251179766,2.0374458740683705,11.9160589133076,0,0
MIXED_CAPTURE_CATASTROPHE,action_containment_replication_throttle,2,7,0.7,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.558867070679347,0.7723777177791433,0.5359321021192346,0.378732402969252,0.059111111111111114,17.12,66.90759437898323,0.0,0.0,0.0,66.90759437898323,0.0,0.1437462673711275,0.2210744711383035,0.0,53.8,2.0360470137825875,2.0377963146780744,11.907649321098525,0,0
MIXED_CAPTURE_CATASTROPHE,combined_action_containment,2,7,0.25,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.554384665067915,0.7725088274686395,0.5337076754145065,0.27525509435364354,0.059111111111111114,17.0,65.59419210444791,53.6,1.8020958339606685,53.6,65.59419210444791,1.940723717554313,0.1435199509595247,0.22038649296462615,53.6,53.6,2.035088627304771,2.036797001577698,11.932849597025301,0,0
MIXED_CAPTURE_CATASTROPHE,combined_action_containment,2,7,0.45,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,75,0.0,0.0,0.04872554590470005,1.0,0.0,0.0,0.22222222222222218,2.0,0.556457623672414,0.7725020181323514,0.534897840836612,0.4022931998927168,0.059111111111111114,17.2,64.79175476650963,54.2,1.8363770994909188,54.2,64.79175476650963,2.9377174523746246,0.14353723344047173,0.2204066309379186,54.2,54.2,2.0358167560560254,2.0375244572018665,11.93062053085592,0,0
MIXED_CAPTURE_CATASTROPHE,combined_action_containment,2,7,0.7,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5581550577964639,0.7725147211718828,0.5360754973536451,0.5246586005292123,0.06133333333333333,18.96,63.72805926316233,59.28,2.273618185380336,59.28,63.72805926316233,4.1866999490925325,0.1435496075379121,0.22047025059102915,59.28,59.28,2.035329154267647,2.0370581929998477,12.377671258529599,0,0
MIXED_CAPTURE_CATASTROPHE,combined_action_containment_plus_diversity,2,7,0.25,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5456674464601846,0.7725259810781331,0.6097782065344147,0.275833287462119,0.059111111111111114,17.0,65.45645796389293,53.6,1.8019304152532984,53.6,65.45645796389293,1.9406922812942755,0.14350477589757832,0.22037919277234175,53.6,53.6,2.0332837995862967,2.0349668733911446,11.932849597025301,0,0
MIXED_CAPTURE_CATASTROPHE,combined_action_containment_plus_diversity,2,7,0.45,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5477076733883821,0.7725391336485475,0.611116440468192,0.40296150215007226,0.059111111111111114,17.2,64.65772592593153,54.2,1.8362982781233894,54.2,64.65772592593153,2.937809768562973,0.14350887853331307,0.22036262068495005,54.2,54.2,2.0340453489954173,2.035727125378348,11.930620530855922,0,0
MIXED_CAPTURE_CATASTROPHE,combined_action_containment_plus_diversity,2,7,0.7,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5493844713806147,0.772565338236449,0.6124891619348415,0.5250839123374716,0.06133333333333333,18.96,63.59620395016775,59.28,2.273274663835126,59.28,63.59620395016775,4.186050517116996,0.14346086855863457,0.22019134785764924,59.28,59.28,2.0336065667661205,2.0353093480618574,12.377671258529599,0,0
MIXED_CAPTURE_CATASTROPHE,combined_action_containment_plus_response_to_aid,2,7,0.25,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5528311971195006,0.7729668556654833,0.5331712620146082,0.27337739345147233,0.06844444444444445,17.88,65.1408415939775,54.44,1.7050661783816048,54.44,65.1408415939775,1.7986709612777734,0.14397291457102745,0.23238800246116212,54.44,54.44,2.032335802835884,2.034075992116478,13.85989116100306,0,0
MIXED_CAPTURE_CATASTROPHE,combined_action_containment_plus_response_to_aid,2,7,0.45,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5549179453082655,0.7729574777508319,0.5343511559962973,0.39943645912754716,0.06844444444444445,18.0,64.29337922337076,54.92,1.752280900912446,54.92,64.29337922337076,2.7488412184448676,0.14402074316225028,0.23265970277652326,54.92,54.92,2.0328686058501386,2.0346115259140647,13.855415653004496,0,0
MIXED_CAPTURE_CATASTROPHE,combined_action_containment_plus_response_to_aid,2,7,0.7,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5569580739553952,0.7729456141766814,0.5356132990571243,0.5107045745658473,0.06977777777777777,18.68,63.39671467184371,57.04,1.9160835189301921,57.04,63.39671467184371,3.4317653127099783,0.14403784340819514,0.23197108398545152,57.04,57.04,2.0329511768612845,2.0347045167427082,14.12218250604182,0,0
MIXED_CAPTURE_CATASTROPHE,response_to_neighbor_aid,2,7,0.45,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5091020192370296,0.7782916593081698,0.525469185226089,0.0,0.0,0.0,67.38806453888319,0.0,0.0,0.0,67.38806453888319,0.0,0.12453094854393712,0.1507159328494697,0.0,0.0,2.0234290690211525,2.0252054181970673,0.0,0,0
MIXED_CAPTURE_CATASTROPHE,diversity_non_adversarial_only,2,7,0.45,4,0.24,0.55,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5575927048999,0.7175145822390825,0.6399170394866958,0.0,0.0,0.0,66.81239472097259,0.0,0.0,0.0,66.81239472097259,0.0,0.16326994724163113,0.2614596428698628,0.0,0.0,2.041760622113438,2.043358937941409,0.0,0,0
SCAVENGER_CATASTROPHE,no_enforcement,2,7,0.45,4,0.24,0.55,0.7,0.55,0.22,0.08,1,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.6398506587071172,0.7341941015180627,0.5619231090473178,0.0,0.0,0.0,70.8895860222446,0.0,0.0,0.0,70.8895860222446,0.0,0.25055750510929525,0.33975121374356576,0.0,0.0,2.1913569980831404,2.1926089403542295,0.0,0,0
SCAVENGER_CATASTROPHE,neighbor_penalty,2,7,0.45,4,0.24,0.55,0.7,0.55,0.22,0.08,1,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.6032898904282914,0.7536618112875488,0.547942115479791,0.0,0.0,0.0,72.3483381151729,0.0,0.0,0.0,72.3483381151729,0.0,0.1111111111111111,0.0,0.0,0.0,2.162582004330279,2.163786501135819,0.0,0,0
SCAVENGER_CATASTROPHE,neighbor_quarantine,2,7,0.45,4,0.24,0.55,0.7,0.55,0.22,0.08,1,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5891472783179023,0.7486116134066595,0.5458532326608093,0.0,0.0,0.0,73.00222076683254,0.0,0.0,0.0,73.00222076683254,0.0,0.1111111111111111,0.0,0.0,0.0,2.1629363870180667,2.163867618078986,0.0,0,0
SCAVENGER_CATASTROPHE,action_containment_extraction_cap,2,7,0.25,4,0.24,0.55,0.7,0.55,0.22,0.08,1,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5739490859741425,0.7561583559921965,0.5366850235061292,0.018399315528305905,0.06266666666666666,18.32,70.79348545043999,56.2,0.0,0.0,70.79348545043999,0.0,0.15051693184401396,0.23843291918419504,0.0,0.0,2.1660026240882346,2.1671675678696465,12.601446048051914,0,0
